Time,PM_1,PM_2_5,PM_10,Temperature,Humidity,Pressure
1631747708.8614123,7168,256,512,24.5837890625,34.60621850142704,1001.8857079163947
1631747709.9884126,7168,256,512,24.5787109375,34.80296117323645,1001.8958170815686
1631747711.115364,7168,256,512,24.5634765625,35.11886309227978,1001.893972883013
1631747712.2421129,7168,256,512,24.5634765625,35.06531086908198,1001.9073974660372
1631747713.369507,7168,256,512,24.548046875,35.208542028158355,1001.9039748133504
1631747714.4964335,7168,256,512,24.537890625,35.3694826601165,1001.9227757558422
1631747715.623264,7168,256,512,24.5173828125,35.37587780150321,1001.9142432378577
1631747716.7503705,7168,256,512,24.5072265625,35.76322608150892,1001.9159226775998
1631747717.8782284,7168,256,512,24.5021484375,35.94800863127441,1001.9378752795939
1631747719.0051284,7168,256,768,24.471484375,36.06149926723934,1001.9411302821661
1631747720.1325724,7168,256,768,24.4408203125,36.18099106136602,1001.9225871800986
1631747721.2602382,7168,256,768,24.415234375,36.336188209081364,1001.8973043373801
1631747722.3876925,7168,256,768,24.3794921875,36.354297569801915,1001.9160344783331
1631747723.5148718,7168,256,768,24.3693359375,36.431759357729284,1001.9800401565914
1631747724.6427653,7168,256,768,24.35390625,36.003315753582484,1001.9024877476379
1631747725.7699668,7168,256,768,24.35390625,35.53899076494924,1001.9379072685316
1631747726.8983688,7168,256,768,24.3283203125,35.6285910308124,1001.9361465169418
1631747728.026981,7168,256,768,24.2875,35.56953609902675,1001.9479525170808
1631747729.155914,7168,256,768,24.2619140625,35.837935593073695,1001.9294868617907
1631747730.2841058,7168,256,768,24.2365234375,35.56428486820842,1001.9730426130675
1631747731.4138541,7168,256,768,24.2109375,35.53500992602344,1001.9513839339322
1631747732.5427346,7168,256,768,24.1751953125,35.58914444824525,1001.9359984342949
1631747733.6698444,7168,256,768,24.134375,35.52408952693592,1001.9713941418953
1631747734.7970593,7168,256,768,24.093359375,35.70921660486013,1001.9662416013648
1631747735.9253695,7168,256,768,24.0525390625,35.733630847478274,1001.9293591311431
1631747737.05279,7168,256,768,24.021875,35.69820099373004,1001.9477254978419
1631747738.181,7168,256,768,24.03203125,35.543346790604794,1001.9425902189313
1631747739.3096592,7168,256,768,24.021875,35.36496541682624,1001.8973086423956
1631747740.4384587,7168,256,768,24.03203125,35.35306354643589,1001.9191075710155
1631747741.5655904,7168,256,768,24.016796875,35.4424678750107,1001.9424799448584
1631747742.692503,7168,256,768,24.006640625,35.58534961778937,1001.9560723608863
1631747743.8210196,7168,256,768,23.9708984375,35.65128287608105,1001.9458988244435
1631747744.9493206,7168,256,768,23.940234375,35.86599515949747,1001.9543177327708
1631747746.0780683,7168,256,768,23.9349609375,35.711187247253925,1001.9424550333232
1631747747.207641,7168,256,768,23.9349609375,35.491128461100104,1001.9407718703613
1631747748.3361857,7168,256,768,23.9095703125,35.37837273876929,1001.9322353881616
1631747749.463208,7168,256,768,23.9197265625,35.28891007854874,1001.9274278917657
1631747750.5905445,7168,256,768,23.9248046875,34.98560948583014,1001.9206550175711
1631747751.7204635,7168,256,768,23.9197265625,35.32475528219292,1001.9456601779332
1631747752.8494341,7168,256,768,23.89921875,35.29522338430548,1001.9138413834897
1631747753.9776855,7168,256,768,23.9095703125,35.09881056745259,1001.9457001462106
1631747755.106106,7168,256,768,23.9095703125,34.94990797473635,1001.9255829493117
1631747756.2345097,7168,256,768,23.89921875,35.02741115939271,1001.9390076814971
1631747757.3617435,7168,256,768,23.8890625,35.05746324525753,1001.9475419857512
1631747758.4892166,7168,256,768,23.883984375,35.05753803665953,1001.9744313428033
1631747759.6164033,7168,256,768,23.8685546875,35.18247775492612,1001.9674947335401
1631747760.7436972,7168,256,768,23.8482421875,35.30189831335252,1001.9643229602304
1631747761.8710067,7168,256,768,23.8634765625,35.266133065684976,1001.9256152063613
1631747762.9986684,7168,256,768,23.8533203125,35.39707755462323,1001.925576259389
1631747764.1261811,7168,256,768,23.8431640625,35.59351358627541,1001.9169560411734
1631747765.2546332,7168,256,768,23.817578125,35.65914862503154,1001.9070513245186
1631747766.3831673,7168,256,768,23.7970703125,35.796345675980426,1001.9152575907082
1631747767.5120327,7168,256,768,23.7767578125,35.96305535353489,1001.9352792050294
1631747768.6392643,7168,256,768,23.761328125,35.95148624572245,1001.9065734819077
1631747769.767998,7168,256,768,23.751171875,36.01101299596638,1001.9150602674215
1631747770.8972466,7168,256,768,23.751171875,36.07635756408318,1001.9268022209839
1631747772.0258873,7168,256,768,23.7255859375,35.820861219974354,1001.9066470423987
1631747773.1536717,7168,256,768,23.705078125,35.928284207165525,1001.9015671939728
1631747774.28104,7168,256,768,23.68984375,35.9226636380965,1001.9167812686369
1631747775.408327,7168,256,768,23.674609375,36.1011476832873,1001.9166002767661
1631747776.5356336,7168,256,768,23.6642578125,35.66720166690733,1001.9166002767661
1631747777.6630943,7168,256,768,23.6796875,35.625241977032765,1001.901352079504
1631747778.791859,7168,256,768,23.6693359375,35.85752646955903,1001.9267648026729
1631747779.9197102,7168,256,768,23.628515625,35.7807017531196,1001.9265808919575
1631747781.0467544,7168,256,768,23.6234375,35.68571537891106,1001.936743477575
1631747782.1749153,7168,256,768,23.628515625,35.685581166207314,1001.924967048799
1631747783.301961,7168,256,768,23.63359375,35.61430691797888,1001.880972657947
1631747784.4287083,7168,256,768,23.6080078125,35.656192588757605,1001.8810750544842
1631747785.5560434,7168,256,768,23.6234375,35.47161973866737,1001.8994781530284
1631747786.6832542,7168,256,768,23.6080078125,35.70956204915677,1001.8928509938941
1631747787.810256,7168,256,768,23.6439453125,35.63781424954158,1001.9349927619206
1631747788.9374907,7168,256,768,23.6439453125,35.66760850891465,1001.909975393585
1631747790.0648692,7168,256,768,23.6642578125,35.60781486553955,1001.908188002607
1631747791.1944077,7168,256,768,23.684765625,35.56591756885633,1001.9232598193304
1631747792.3213358,7168,256,768,23.6591796875,35.47714539604414,1001.9334248303219
1631747793.4486325,7168,256,768,23.694921875,35.48232093946657,1001.9200034707121
1631747794.5759091,7168,256,768,23.684765625,35.518210322788455,1001.9251938174572
1631747795.7030044,7168,256,768,23.684765625,35.393476976971975,1001.9436660769044
1631747796.8301246,7168,256,768,23.694921875,35.44090760292469,1001.9217218863591
1631747797.9579208,7168,256,768,23.7306640625,35.30943388713659,1001.8999897027254
1631747799.08497,7168,256,768,23.74609375,35.23792094645058,1001.9032081383365
1631747800.2124975,7168,256,768,23.75625,35.416342296929095,1001.9166695142977
1631747801.3395119,7168,256,768,23.76640625,35.16632708740067,1001.9185263250018
1631747802.4667823,7168,256,768,23.76640625,35.26141934700335,1001.9454499648059
1631747803.593658,7168,256,768,23.7255859375,35.39857120979137,1001.9167794507389
1631747804.726153,7168,256,768,23.74609375,35.35708282840792,1001.8965511746765
1631747805.8534744,7168,256,768,23.7869140625,35.21347283839964,1001.8985053597839
1631747806.980599,7168,256,768,23.8021484375,35.19547931492687,1001.9221969694554
1631747808.108861,7168,256,768,23.827734375,35.26062127556676,1001.9220819857345
1631747809.2365508,7168,256,768,23.837890625,35.26656978592262,1001.9388724845221
1631747810.3637419,7168,256,768,23.817578125,35.34397088303404,1001.9591055890482
1631747811.4906487,7168,256,768,23.7919921875,35.66550530811252,1001.8968225791435
1631747812.6177416,7168,256,768,23.817578125,35.87352495012034,1001.9456807028
1631747813.7462022,7168,256,768,23.827734375,35.462864831331366,1001.9102243733007
1631747814.873273,7168,256,768,23.8125,35.760526668168055,1001.903439888257
1631747816.0009043,7168,256,768,23.807421875,35.60575461833003,1001.9101330757918
1631747817.1288729,7168,256,768,23.807421875,35.397861709358665,1001.9119676074231
1631747818.2561755,7168,256,768,23.8328125,35.260401367358625,1001.920321875529
1631747819.3832304,7168,256,768,23.817578125,35.230951261390665,1001.9339005602186
1631747820.510736,7168,256,768,23.807421875,35.53451891556753,1001.8917363124998
1631747821.6382694,7168,256,768,23.8021484375,36.0757861051343,1001.8967846945411
1631747822.7657049,7168,256,768,23.8021484375,36.081669917042916,1001.9236716335816
1631747823.893939,7168,256,768,23.8021484375,35.98050840577526,1001.8748702092272
1631747825.0214152,7168,256,768,23.7970703125,36.10551977966298,1001.9336927756698
1631747826.149784,7168,256,768,23.7970703125,36.17087102866468,1001.9085642550828
1631747827.2769966,7168,256,768,23.7869140625,36.21869183138722,1001.8867258967672
1631747828.4041243,7168,256,512,23.807421875,36.15309312169839,1001.8849670508248
1631747829.53108,7168,256,512,23.7970703125,36.18289028000775,1001.9052364830447
1631747830.6581998,7168,256,512,23.7919921875,36.14126449671142,1001.9237094093806
1631747831.7852747,7168,256,512,23.7869140625,35.903588007370054,1001.8982586195624
1631747832.9124568,7168,256,512,23.7970703125,35.719031517496866,1001.9102848262239
1631747834.0397258,7168,256,512,23.8021484375,35.5166755628878,1001.9404997245682
1631747835.1681807,7168,256,512,23.7869140625,35.38015990912467,1001.8982586195624
1631747836.2962332,7168,256,512,23.76640625,35.56474198609182,1001.9016990592053
1631747837.4234843,7168,256,512,23.7919921875,35.451532323658206,1001.8916400897037
1631747838.5505764,7168,256,512,23.7767578125,35.39226770212847,1001.8765330826967
1631747839.6778133,7168,256,512,23.751171875,35.4818308089286,1001.9166695142977
1631747840.805029,7168,256,512,23.74609375,36.409502755851584,1001.9049276575347
1631747841.9323704,7168,256,512,23.7,36.48119798687888,1001.9401584305401
1631747843.0593517,7168,256,512,23.7154296875,36.12436508422315,1001.9031417285776
1631747844.1902158,7168,256,512,23.705078125,35.880782604878874,1001.9234757912994
1631747845.319081,7168,256,512,23.7,35.62510346883158,1001.9267695376834
1631747846.4461029,7168,256,512,23.7,35.268309974852556,1001.9031778364096
1631747847.573265,7168,256,768,23.7103515625,35.26816589081432,1001.8966973314689
1631747848.7009878,7168,256,768,23.705078125,35.286150532464816,1001.8981661884897
1631747849.8279655,7168,256,768,23.7357421875,35.095550373225656,1001.9067565778199
1631747850.955232,7168,512,1024,23.7205078125,35.065813048752375,1001.9185348095737
1631747852.0823498,7168,512,1024,23.705078125,35.31015516870603,1001.9301703158272
1631747853.210192,7168,512,1024,23.7154296875,35.27411288945495,1001.9014952733636
